OG	FBgn	GeneSymbol	branch_id_1	branch_id_2	dist_bl	dist_node_num	branch_num_fg	branch_num_mg	is_fg	is_mf	is_mg	omegaCany2any	omegaCany2dif	omegaCany2spe	omegaCdif2any	omegaCdif2dif	omegaCdif2spe	omegaCspe2any	omegaCspe2dif	omegaCspe2spe	dNCany2any	dNCany2dif	dNCany2spe	dNCdif2any	dNCdif2dif	dNCdif2spe	dNCspe2any	dNCspe2dif	dNCspe2spe	dSCany2any	dSCany2dif	dSCany2spe	dSCdif2any	dSCdif2dif	dSCdif2spe	dSCspe2any	dSCspe2dif	dSCspe2spe	OCNCoD	OCSCoD	OCN_linreg_residual	OCS_linreg_residual	N_sub_1	N_sub_2	S_sub_1	S_sub_2	OCNany2any	OCNany2dif	OCNany2spe	OCNdif2any	OCNdif2dif	OCNdif2spe	OCNspe2any	OCNspe2dif	OCNspe2spe	OCSany2any	OCSany2dif	OCSany2spe	OCSdif2any	OCSdif2dif	OCSdif2spe	OCSspe2any	OCSspe2dif	OCSspe2spe	ECNany2any	ECNany2dif	ECNany2spe	ECNdif2any	ECNdif2dif	ECNdif2spe	ECNspe2any	ECNspe2dif	ECNspe2spe	ECSany2any	ECSany2dif	ECSany2spe	ECSdif2any	ECSdif2dif	ECSdif2spe	ECSspe2any	ECSspe2dif	ECSspe2spe
OG_1920	FBgn0019952	Orct	Djun|7	Haoe|21	0.5439	6	2	0	Y	N	N	3.028	2.1597	7.3558	3.0607	8.349	0.3481	3.6222	1.0419	31.8386	1.3221	0.7261	4.8491	1.6755	1.7183	0.9633	1.258	0.524	5.0977	0.4366	0.3362	0.6592	0.5474	0.2058	2.7671	0.3473	0.5029	0.1601	1.1286	0.8847	0.6028	-0.1315	26.1635	31.7523	52.2195	42.1409	6.7892	3.1896	3.5996	1.3203	1.2772	0.043	5.469	1.9123	3.5566	2.4869	1.3195	1.1673	1.3914	0.4533	0.9381	1.0954	0.8662	0.2292	5.1354	4.393	0.7423	0.788	0.7433	0.0446	4.3474	3.6497	0.6977	5.6959	3.9251	1.7708	2.5417	2.2027	0.339	3.1542	1.7224	1.4318
OG_1920	FBgn0019952	Orct	Haoe|21	Hbur|24	0.1872	4	2	0	Y	N	N	0.8935	0.031	2.3725	0.0311	0.0259	17.1376	0.9507	0.0	2.3609	1.8498	0.0021	11.0679	0.0186	0.0175	0.0719	2.0618	0.0	11.2027	2.0703	0.0691	4.6651	0.5983	0.6772	0.0042	2.1688	0.0031	4.7451	1035.7879	52.0498	0.5669	0.9327	31.7523	2.5824	42.1409	13.083	1.0167	0.001	1.0157	0.0011	0.001	0.0001	1.0156	0.0	1.0156	2.0327	0.0383	1.9944	0.0368	0.0368	0.0	1.9959	0.0015	1.9943	0.5496	0.4578	0.0918	0.057	0.0559	0.0011	0.4926	0.4019	0.0907	0.9818	0.5543	0.4275	0.0615	0.0543	0.0072	0.9203	0.5	0.4203
OG_1920	FBgn0019952	Orct	Haoe|21	Hheb|39	0.1652	3	2	0	Y	N	N	1.6846	2.0436	2.6087	0.9417	0.9257	1.647	1.4338	1.5574	2.5716	1.7361	1.2327	4.4993	0.034	0.0342	0.0228	1.7813	1.2695	4.5171	1.0306	0.6032	1.7247	0.0361	0.037	0.0139	1.2424	0.8152	1.7566	0.6651	1.7608	-0.2099	0.3039	31.7523	16.038	42.1409	15.3446	4.9999	3.0028	1.9971	0.0025	0.0025	0.0	4.9973	3.0003	1.997	2.6315	0.9532	1.6783	0.0162	0.0159	0.0002	2.6154	0.9373	1.6781	2.8799	2.436	0.4439	0.0745	0.0727	0.0018	2.8054	2.3633	0.4421	2.5533	1.5802	0.9731	0.4482	0.4304	0.0178	2.1051	1.1498	0.9553
OG_1920	FBgn0019952	Orct	Haoe|21	Hhew|46	0.2276	11	2	0	Y	N	N	0.6975	0.0	2411.9212	0.0323	0.0	6067.8138	1.2468	0.0	2349.8956	1.8651	0.0	12.3922	0.3242	0.0	4.3797	1.9308	0.0	12.5567	2.6741	4.5832	0.0051	10.0501	11.6879	0.0007	1.5486	2.8594	0.0053	inf	0.0008	0.5624	-1.0388	31.7523	2.9992	42.1409	9.0364	1.0068	0.0	1.0068	0.0072	0.0	0.0072	0.9996	0.0	0.9996	1.992	1.9904	0.0016	0.9911	0.9911	0.0	1.0009	0.9993	0.0016	0.5398	0.4586	0.0812	0.0221	0.0204	0.0016	0.5177	0.4381	0.0796	0.7449	0.4343	0.3106	0.0986	0.0848	0.0138	0.6463	0.3495	0.2968
OG_1920	FBgn0019952	Orct	Haoe|21	HantHconHeleHhewHsapHleuHsar|78	0.2009	7	2	0	Y	N	N	27.5957	40.9361	58.0199	1.0307	0.978	7255.5618	28.8458	176539930.942	57.0324	3.3368	1.3089	14.7249	0.1319	0.1376	0.061	3.4521	1.355	14.9807	0.1209	0.032	0.2538	0.128	0.1407	0.0	0.1197	0.0	0.2627	2.0033	5.3132	0.676	0.0293	31.7523	5.0035	42.1409	5.6069	2.9962	0.9976	1.9985	0.0041	0.004	0.0001	2.992	0.9936	1.9984	0.0919	0.0146	0.0773	0.0146	0.0146	0.0	0.0773	0.0	0.0773	0.8979	0.7622	0.1357	0.0312	0.0289	0.0023	0.8667	0.7333	0.1334	0.7598	0.4552	0.3047	0.1137	0.1034	0.0103	0.6461	0.3517	0.2944
OG_1920	FBgn0019952	Orct	Haoe|21	Hwal|90	0.1872	4	2	0	Y	N	N	0.5251	0.0052	2.8633	0.7402	1.1823	0.4853	0.5282	0.0	2.8673	0.9608	0.0085	5.9954	0.1127	0.1067	0.2973	1.0238	0.0	6.0752	1.8298	1.6257	2.0939	0.1523	0.0902	0.6127	1.9381	1.7864	2.1188	133.6387	0.9955	0.5589	-0.0468	31.7523	5.4329	42.1409	12.1366	1.014	0.0075	1.0064	0.0082	0.0075	0.0007	1.0057	0.0	1.0057	1.9984	1.0015	0.9969	0.0101	0.0053	0.0048	1.9883	0.9962	0.9921	1.0553	0.8874	0.1679	0.0729	0.0706	0.0023	0.9824	0.8168	0.1655	1.0921	0.616	0.4761	0.0662	0.0584	0.0079	1.0259	0.5577	0.4682
OG_1920	FBgn0019952	Orct	Haoe|21	HburHwal|91	0.1786	3	2	0	Y	N	N	18.8204	1.1287	96.5607	1.1644	1.0911	3.8782	40.2867	0.0882	95.8552	3.4443	0.2078	17.5302	1.2403	1.2549	0.0106	3.7895	0.0015	17.6809	0.183	0.1841	0.1815	1.0652	1.1502	0.0027	0.0941	0.0174	0.1845	19.3848	0.7253	1.0632	-0.0087	31.7523	2.5951	42.1409	4.1224	2.0866	0.1024	1.9843	0.1017	0.1017	0.0	1.9849	0.0006	1.9843	0.0854	0.0495	0.0359	0.0455	0.0455	0.0	0.0399	0.004	0.0359	0.6058	0.4926	0.1132	0.082	0.0811	0.001	0.5238	0.4116	0.1122	0.4666	0.2688	0.1977	0.0427	0.0396	0.0032	0.4238	0.2293	0.1946
OG_19227	FBgn0027280	orion	Hhec|42	HburHwal|99	0.1502	12	2	0	Y	N	N	2.666	10.3052	3.3694	0.2413	9.8198	0.0	263.6648	0.0847	369.6925	4.9175	0.738	16.9123	1.4168	1.6424	0.0018	7.1215	0.0	21.2878	1.8445	0.0716	5.0193	5.8718	0.1673	48.4094	0.027	0.0003	0.0576	7.9846	39.1385	0.9017	0.5172	5.3796	7.7139	19.8785	14.8174	2.2334	0.2486	1.9848	0.2486	0.2486	0.0	1.9848	0.0	1.9848	0.9996	0.0249	0.9747	0.9895	0.0249	0.9647	0.0101	0.0001	0.01	0.4542	0.3368	0.1174	0.1755	0.1514	0.0241	0.2787	0.1855	0.0932	0.5419	0.3477	0.1942	0.1685	0.1486	0.0199	0.3734	0.1991	0.1743
OG_1929	FBgn0027582	CG6230	Hhec|41	HleuHsar|80	0.0566	6	2	0	Y	N	N	4.6365	0.6489	9.2661	0.1334	0.2282	0.0	409.8389	5.5978	309.6465	3.9131	0.4885	8.8864	0.7461	0.7463	0.0	5.9131	0.0023	8.8882	0.844	0.7528	0.959	5.5951	3.2709	20.2842	0.0144	0.0004	0.0287	12.5272	1.0097	0.5771	0.0247	6.2796	4.5807	30.6599	11.1094	1.1716	0.0866	1.085	0.0865	0.0865	0.0	1.0851	0.0001	1.085	0.2418	0.1203	0.1215	0.2383	0.1203	0.118	0.0035	0.0001	0.0035	0.2994	0.1773	0.1221	0.1159	0.1159	0.0	0.1835	0.0614	0.1221	0.2865	0.1598	0.1267	0.0426	0.0368	0.0058	0.2439	0.1231	0.1209
OG_1930	FBgn0259676	Prim2	Haoe|21	Hbur|24	0.113	4	2	0	Y	N	N	0.9898	0.0	4.1723	0.0	0.0	0.0	0.8219	0.0	4.1323	5.1278	0.0	35.1187	0.0	0.0	0.0	5.1998	0.0	35.1982	5.1807	2.0762	8.4171	0.0932	0.0958	0.0132	6.3263	3.1366	8.5179	inf	3.8889	0.6094	0.8565	18.9843	2.0083	30.1033	12.0104	1.0005	0.0	1.0005	0.0	0.0	0.0	1.0005	0.0	1.0005	3.3492	0.685	2.6641	0.0111	0.011	0.0	3.3381	0.674	2.6641	0.1951	0.1666	0.0285	0.0027	0.0026	0.0001	0.1924	0.164	0.0284	0.6465	0.33	0.3165	0.1188	0.1151	0.0038	0.5277	0.2149	0.3128
OG_1931	FBgn0264561	Glg1	Haoe|21	Hert|36	0.1759	8	2	0	Y	N	N	4518.8794	0.0	17200.7396	2.273	0.0	124005.1379	4195.3037	0.0	16657.4828	9.0907	0.0	63.7666	0.0028	0.0	0.0844	9.5625	0.0	64.5091	0.002	0.0006	0.0037	0.0012	0.0013	0.0	0.0023	0.0	0.0039	inf	5.3398	1.5979	0.0001	28.725	2.9927	72.6824	0.0165	1.9624	0.0	1.9624	0.0	0.0	0.0	1.9624	0.0	1.9624	0.0003	0.0001	0.0003	0.0001	0.0001	0.0	0.0003	0.0	0.0003	0.2159	0.1851	0.0308	0.0107	0.0103	0.0004	0.2052	0.1748	0.0304	0.1579	0.0857	0.0722	0.0405	0.0374	0.0031	0.1174	0.0483	0.0691
OG_1931	FBgn0264561	Glg1	Haoe|21	Hheb|40	0.1155	3	2	0	Y	N	N	3.8561	2.8097	10.2062	0.9249	0.0022	851.9246	5.1088	298.8105	12.7014	3.1166	1.1863	11.6486	0.8868	0.0022	4.3916	3.9337	1.6079	14.6552	0.8082	0.4222	1.1413	0.9588	0.9871	0.0052	0.77	0.0054	1.1538	2.2217	3.1328	1.623	0.3131	28.725	9.4521	72.6824	22.4024	3.2213	0.9999	2.2214	0.2458	0.0005	0.2453	2.9755	0.9994	1.9761	1.3397	0.3242	1.0155	0.3218	0.3218	0.0	1.0178	0.0024	1.0155	1.0336	0.8429	0.1907	0.2772	0.2213	0.0559	0.7564	0.6216	0.1348	1.6576	0.7678	0.8898	0.3356	0.326	0.0097	1.3219	0.4418	0.8801
OG_1949	FBgn0020642	Lcp65Ac	Djun|6	Haoe|12	0.4488	5	2	0	Y	N	N	1.7424	1.0255	5.7763	0.6102	0.5659	0.8669	2.308	4.5017	5.7308	2.6381	1.231	11.3545	1.1492	1.2039	0.2462	3.0559	1.2396	12.4534	1.5141	1.2005	1.9657	1.8833	2.1274	0.284	1.324	0.2754	2.173	1.489	1.1371	0.8163	-0.0492	6.0426	7.9873	10.5466	12.3578	3.2704	1.3139	1.9565	0.3121	0.3083	0.0038	2.9583	1.0056	1.9527	1.8209	0.852	0.9689	0.7696	0.7542	0.0154	1.0513	0.0978	0.9535	1.2397	1.0674	0.1723	0.2716	0.2561	0.0155	0.9681	0.8113	0.1568	1.2026	0.7097	0.4929	0.4086	0.3545	0.0541	0.794	0.3552	0.4388
OG_194	FBgn0004655	wapl	Haoe|23	Hleu|55	0.1694	8	2	0	Y	N	N	18.1028	0.0	479590.4065	0.0075	0.0	2024.7359	16.1362	0.0	475384.2655	2.9431	0.0	23.0995	0.0003	0.0	0.0153	3.2035	0.0	23.4107	0.1626	0.2786	0.0	0.0429	0.045	0.0	0.1985	0.4201	0.0	inf	0.0001	0.597	-0.0679	24.6536	5.9795	112.3423	8.0131	1.1329	0.0	1.1329	0.0	0.0	0.0	1.1328	0.0	1.1328	0.1563	0.1562	0.0	0.0095	0.0095	0.0	0.1467	0.1467	0.0	0.3849	0.3359	0.049	0.0313	0.0306	0.0007	0.3536	0.3052	0.0484	0.9612	0.5609	0.4003	0.222	0.2116	0.0104	0.7392	0.3492	0.3899
OG_194	FBgn0004655	wapl	HdemHert|40	HantHconHeleHhewHsapHleuHsar|85	0.0338	4	2	0	Y	N	N	2.0216	2.133	5.3994	0.0623	0.0409	17.0021	1.9303	3.611	5.2439	6.584	2.4961	36.0356	0.0861	0.059	3.1641	8.1299	3.1714	36.4933	3.2569	1.1703	6.674	1.3827	1.4421	0.1861	4.2117	0.8782	6.9592	2.0038	3.4824	0.3931	1.0362	11.9919	6.8854	25.1347	20.1769	2.0255	0.6743	1.3512	0.0051	0.0035	0.0016	2.0204	0.6709	1.3496	3.029	0.6758	2.3533	0.434	0.4313	0.0028	2.595	0.2445	2.3505	0.3076	0.2701	0.0375	0.0591	0.0586	0.0005	0.2485	0.2115	0.037	0.93	0.5774	0.3526	0.3139	0.2991	0.0148	0.6161	0.2784	0.3378
OG_194	FBgn0004655	wapl	HdemHert|40	HantHconHeleHhewHsapHleuHsarHric|86	0.0247	3	2	0	Y	N	N	4.0615	0.7066	30.456	0.0248	0.0234	0.0002	5.4175	1.2618	29.4471	11.185	2.1659	71.5408	0.1073	0.1091	0.0002	11.7489	2.285	71.985	2.7539	3.0654	2.349	4.3301	4.673	0.6391	2.1687	1.811	2.4446	4.9359	0.5894	0.709	-0.0832	11.9919	5.6766	25.1347	12.279	1.9774	0.3331	1.6442	0.0009	0.0009	0.0	1.9764	0.3322	1.6442	1.2997	0.8178	0.482	0.5533	0.5464	0.0069	0.7464	0.2714	0.475	0.1768	0.1538	0.023	0.0086	0.0084	0.0001	0.1682	0.1454	0.0228	0.472	0.2668	0.2052	0.1278	0.1169	0.0109	0.3442	0.1498	0.1943
OG_1953	FBgn0052190	NUCB1	Djun|7	HburHwal|86	0.6422	11	2	0	Y	N	N	5.9923	0.0065	24.3442	0.0113	0.0217	0.0111	28.1391	0.0014	320.2985	2.9595	0.0016	22.1374	0.0088	0.0052	0.0604	3.8587	0.0004	24.997	0.4939	0.2471	0.9094	0.7787	0.2383	5.4241	0.1371	0.2809	0.078	2138.4945	2.1855	0.7884	0.1876	14.7813	6.3064	57.0217	8.5281	1.446	0.0007	1.4453	0.001	0.0006	0.0005	1.445	0.0001	1.4448	1.1306	0.3549	0.7756	0.9912	0.2718	0.7194	0.1394	0.0831	0.0562	0.4886	0.4233	0.0653	0.1141	0.1066	0.0075	0.3745	0.3167	0.0578	2.2891	1.4361	0.853	1.2728	1.1402	0.1326	1.0163	0.296	0.7203
OG_1953	FBgn0052190	NUCB1	Hcon|22	HdemHert|32	0.0556	4	2	0	Y	N	N	4.5459	0.0167	16.1336	0.076	0.0826	0.0	3.1285	0.0	13.3352	12.0531	0.0017	88.611	0.0137	0.0139	0.0	13.4774	0.0	89.7387	2.6514	0.1004	5.4923	0.1804	0.1688	0.2203	4.3079	0.0016	6.7294	8308.0536	49.1036	1.0878	0.7604	4.7293	8.4799	3.4123	21.7445	1.9937	0.0002	1.9935	0.0002	0.0002	0.0	1.9935	0.0	1.9935	1.6535	0.033	1.6205	0.0451	0.0328	0.0124	1.6084	0.0002	1.6082	0.1654	0.1429	0.0225	0.0175	0.0172	0.0003	0.1479	0.1257	0.0222	0.6236	0.3286	0.2951	0.2503	0.1942	0.0561	0.3734	0.1344	0.239
OG_1953	FBgn0052190	NUCB1	Hcon|22	Hsar|72	0.1588	11	2	0	Y	N	N	7.8712	0.0	94.0528	0.0069	0.0	0.0242	5.9734	0.0	203.5014	42.9098	0.0	290.9133	0.0126	0.0	0.2307	51.926	0.0	310.8728	5.4515	7.2018	3.0931	1.8341	0.1869	9.5426	8.6928	21.9954	1.5276	inf	0.3187	1.0687	-0.2994	4.7293	2.9772	3.4123	7.0592	1.9583	0.0	1.9583	0.0001	0.0	0.0001	1.9582	0.0	1.9582	1.0751	0.8153	0.2599	0.1709	0.0144	0.1566	0.9042	0.8009	0.1033	0.0456	0.0389	0.0067	0.0079	0.0075	0.0004	0.0377	0.0314	0.0063	0.1972	0.1132	0.084	0.0932	0.0768	0.0164	0.104	0.0364	0.0676
OG_1953	FBgn0052190	NUCB1	HdemHert|32	Hsar|72	0.1477	8	2	0	Y	N	N	6.0801	0.0	52.2642	0.0032	0.0	0.0164	7.0046	0.0	79.9593	32.1314	0.0	212.3188	0.0178	0.0	0.2715	35.3877	0.0	221.1216	5.2847	6.4259	4.0624	5.6128	4.2679	16.5339	5.0521	11.8185	2.7654	inf	0.5903	1.0691	-0.3805	8.4799	2.9772	21.7445	7.0592	1.959	0.0	1.959	0.0001	0.0	0.0001	1.9589	0.0	1.9589	2.5539	1.6059	0.9479	1.1252	0.7618	0.3634	1.4287	0.8442	0.5845	0.061	0.0517	0.0092	0.0056	0.0052	0.0004	0.0554	0.0465	0.0089	0.4833	0.2499	0.2333	0.2005	0.1785	0.022	0.2828	0.0714	0.2114
OG_1953	FBgn0052190	NUCB1	Hhec|35	HleuHsarHsap|74	0.1168	6	2	0	Y	N	N	1.5632	0.3317	2.6874	0.6911	0.6607	1.9745	1.9663	0.0173	2.6447	4.3457	0.5123	10.3317	0.7913	0.7716	1.7419	6.7463	0.0352	10.5153	2.78	1.5443	3.8445	1.1449	1.1678	0.8822	3.431	2.0353	3.976	12.9146	2.8897	0.6357	0.5494	7.6367	2.4271	25.4025	13.7611	1.3414	0.0964	1.245	0.0985	0.0941	0.0044	1.2429	0.0023	1.2406	2.4665	0.6341	1.8324	0.2893	0.2714	0.0179	2.1772	0.3627	1.8145	0.3087	0.1882	0.1205	0.1244	0.1219	0.0025	0.1842	0.0663	0.118	0.8872	0.4106	0.4766	0.2527	0.2324	0.0203	0.6346	0.1782	0.4564
OG_1953	FBgn0052190	NUCB1	Hhew|40	Hsap|71	0.1412	9	2	0	Y	N	N	5.9759	0.019	18.7113	258.6765	0.1449	17954.0246	3.9071	0.0044	14.9138	13.7266	0.0	100.2174	0.0154	0.0	0.5368	16.5469	0.0	103.9185	2.297	0.0002	5.356	0.0001	0.0001	0.0	4.235	0.0003	6.9679	5295203.3139	25423.3542	1.466	0.577	4.4985	12.9968	6.0909	9.3158	2.6863	0.0	2.6863	0.0005	0.0	0.0005	2.6857	0.0	2.6857	1.2026	0.0	1.2025	0.0	0.0	0.0	1.2025	0.0	1.2025	0.1957	0.1689	0.0268	0.0334	0.0324	0.001	0.1623	0.1365	0.0258	0.5235	0.299	0.2245	0.2396	0.1876	0.0519	0.284	0.1114	0.1726
OG_1953	FBgn0052190	NUCB1	HantHconHeleHhew|42	Hsap|71	0.1171	7	2	0	Y	N	N	1.2131	0.1769	2.1238	0.8104	0.0919	13.4611	1.077	0.1129	2.0492	2.7284	0.0026	9.4445	0.0045	0.0004	0.2603	3.7382	0.0039	9.5809	2.2492	0.0147	4.447	0.0055	0.0045	0.0193	3.471	0.0345	4.6754	1478.7176	308.61	1.054	1.0186	7.4237	12.9968	12.0224	9.3158	1.9337	0.0013	1.9324	0.0009	0.0001	0.0008	1.9328	0.0012	1.9316	2.1372	0.0069	2.1303	0.0018	0.0014	0.0005	2.1354	0.0055	2.1299	0.7087	0.5041	0.2046	0.1917	0.1887	0.003	0.517	0.3154	0.2016	0.9502	0.4712	0.479	0.335	0.3115	0.0235	0.6152	0.1597	0.4555
OG_1957	FBgn0087013	Karybeta3	Djun|6	Haoe|21	0.3089	5	2	0	Y	N	N	6.062	0.0054	31.2297	0.2251	0.1585	28.0855	4.416	0.0	26.7816	7.9012	0.0055	57.3504	0.1329	0.1048	1.8427	8.2788	0.0	57.6546	1.3034	1.0206	1.8364	0.5905	0.6608	0.0656	1.8747	1.5615	2.1528	1653.2304	0.9546	0.6162	-0.5538	4.1675	21.2163	95.8083	100.7123	2.0016	0.0012	2.0003	0.0016	0.0012	0.0004	2.0	0.0	2.0	12.3138	6.3001	6.0138	2.4818	2.4493	0.0326	9.832	3.8508	5.9812	0.2533	0.2184	0.0349	0.0117	0.0116	0.0002	0.2416	0.2069	0.0347	9.4474	6.1727	3.2747	4.203	3.7066	0.4964	5.2445	2.4661	2.7784
OG_19612	-	RM46	Djun|7	Hhec|39	0.4211	8	2	0	Y	N	N	256.6465	55.1909	42709.1514	163.8116	7.1057	20991.4026	6182.7036	1021.3113	459059.1122	3.1678	1.2286	14.7013	4.5816	0.2162	78.156	2.7175	1.5962	8.1171	0.0123	0.0223	0.0003	0.028	0.0304	0.0037	0.0004	0.0016	0.0	2.0119	0.0128	1.1162	-0.0067	15.2882	6.005	21.3269	6.3795	2.9869	0.9917	1.9952	1.0437	0.0465	0.9972	1.9433	0.9452	0.9981	0.0096	0.0095	0.0001	0.0094	0.0093	0.0001	0.0002	0.0002	0.0	0.9429	0.8072	0.1357	0.2278	0.215	0.0128	0.7151	0.5921	0.123	0.7773	0.4255	0.3517	0.3361	0.3051	0.031	0.4412	0.1204	0.3207
OG_19622	FBgn0020309	crol	Haoe|17	Hhec|35	0.1903	5	2	0	Y	N	N	3.0602	0.0	18.9904	8.1793	0.0068	3812.901	2.3796	0.0	18.5103	5.0432	0.0	35.7835	0.9951	0.0009	30.1804	5.1705	0.0	35.8237	1.648	1.3567	1.8843	0.1217	0.1286	0.0079	2.1729	2.7909	1.9353	195813.4342	1.7123	1.1628	0.4249	24.5441	4.9837	72.1616	15.5529	1.9581	0.0	1.9581	0.0118	0.0	0.0118	1.9463	0.0	1.9463	2.7184	1.0023	1.7162	0.0514	0.0512	0.0002	2.6671	0.9511	1.716	0.3883	0.3335	0.0547	0.0118	0.0114	0.0004	0.3764	0.3221	0.0543	1.6495	0.7388	0.9108	0.4221	0.398	0.0241	1.2274	0.3408	0.8867
OG_19623	FBgn0032699	CG10383	Djun|7	Hleu|55	0.3654	12	2	0	Y	N	N	1.3721	0.0066	123110.0883	1.8109	0.3511	14989.3438	1.0825	0.0035	122859.5418	1.4629	0.0125	10.6191	0.0407	0.0091	0.6938	1.7059	0.0131	11.1339	1.0662	1.8819	0.0001	0.0225	0.0258	0.0	1.5759	3.7664	0.0001	134.69	0.0	0.8083	-0.5155	37.3678	9.4226	54.0176	8.1215	1.7654	0.013	1.7524	0.0072	0.0015	0.0056	1.7582	0.0115	1.7467	0.9986	0.9986	0.0	0.0069	0.0069	0.0	0.9917	0.9917	0.0	1.2068	1.0417	0.165	0.1761	0.1679	0.0081	1.0307	0.8738	0.1569	0.9366	0.5306	0.406	0.3073	0.2673	0.04	0.6293	0.2633	0.366
OG_1971	FBgn0026630	nes	Djun|7	HdorHxanHheb|97	0.3489	6	2	0	Y	N	N	4.0554	1.2913	1815.283	2.0064	2.1011	5.0692	19.4774	2.7481	2135.5344	3.1608	1.6077	10.4831	3.7417	4.3328	0.0278	3.0183	0.9006	12.3948	0.7794	1.245	0.0058	1.8649	2.0622	0.0055	0.155	0.3277	0.0058	1.3831	0.0028	0.5621	-0.3492	11.6976	6.7281	46.2361	8.756	1.7233	0.7231	1.0002	0.4019	0.4015	0.0004	1.3215	0.3217	0.9998	0.9553	0.9527	0.0027	0.8348	0.8345	0.0002	0.1206	0.1182	0.0024	0.5452	0.4498	0.0954	0.1074	0.0927	0.0147	0.4378	0.3572	0.0807	1.2257	0.7652	0.4605	0.4476	0.4047	0.043	0.7781	0.3605	0.4176
OG_1971	FBgn0026630	nes	Haoe|21	HdorHxanHheb|97	0.0962	2	2	0	Y	N	N	1.4118	0.358	6.8817	2.1931	2.2143	80.8717	1.3599	0.2645	7.0023	2.0034	0.6345	7.1767	0.568	0.5757	0.3185	2.2284	0.6462	7.3116	1.419	1.7722	1.0429	0.259	0.26	0.0039	1.6386	2.4435	1.0442	2.993	0.5525	0.6633	-0.0202	14.2334	6.7281	37.3799	8.756	1.339	0.3353	1.0037	0.0514	0.0506	0.0009	1.2876	0.2848	1.0028	1.6306	1.0503	0.5803	0.0474	0.0474	0.0	1.5832	1.0029	0.5803	0.6684	0.5285	0.1399	0.0905	0.0878	0.0027	0.5778	0.4407	0.1372	1.1491	0.5926	0.5564	0.1829	0.1822	0.0007	0.9662	0.4104	0.5558
OG_1972	FBgn0263199	Galk	Hant|20	Haoe|21	0.1674	12	2	0	Y	N	N	1.025	0.2619	3.8638	18.4627	0.7819	379.1293	0.9083	0.0	3.7951	1.7306	0.0002	13.2265	0.0442	0.0018	1.3146	1.9469	0.0	13.5709	1.6884	0.0009	3.4232	0.0024	0.0023	0.0035	2.1434	0.0	3.5759	8831.7457	3869.1121	0.7194	0.4282	4.5066	22.5411	4.804	47.3721	1.0027	0.0001	1.0026	0.0029	0.0001	0.0028	0.9998	0.0	0.9998	0.9327	0.0002	0.9325	0.0003	0.0002	0.0	0.9325	0.0	0.9325	0.5794	0.5036	0.0758	0.0658	0.0637	0.0021	0.5135	0.4399	0.0737	0.5525	0.28	0.2724	0.1174	0.1058	0.0116	0.435	0.1743	0.2608
OG_1976	FBgn0003308	ry	Djun|7	Haoe|19	0.3479	6	2	0	Y	N	N	0.9843	0.4331	4.5614	2.4301	2.2897	0.5295	0.7315	0.1366	4.3664	0.9783	0.4312	4.524	1.6561	1.7503	0.0657	0.8586	0.1731	4.8229	0.994	0.9955	0.9918	0.6815	0.7644	0.1242	1.1738	1.2669	1.1045	1.619	0.6965	0.8485	-0.9904	42.9744	33.0091	140.63	125.2911	3.2236	1.2308	1.9927	0.8195	0.8176	0.0018	2.4041	0.4132	1.9909	9.8088	5.7818	4.027	2.4561	2.3981	0.058	7.3527	3.3837	3.969	3.295	2.8545	0.4405	0.4948	0.4671	0.0277	2.8002	2.3874	0.4128	9.8683	5.808	4.0603	3.604	3.1371	0.467	6.2643	2.6709	3.5934
OG_1976	FBgn0003308	ry	Evib|15	Hheb|38	0.2516	8	2	0	Y	N	N	1.6425	0.0008	10.8275	0.0002	0.0002	0.9076	2.6058	0.0236	9.9631	2.3786	0.0011	16.9772	0.0005	0.0004	0.0037	2.7175	0.0012	17.5321	1.4482	1.3613	1.568	2.1848	2.5087	0.0041	1.0428	0.0511	1.7597	2526.9411	0.8351	0.9428	-0.123	19.3191	13.8388	48.4723	42.3438	1.4626	0.0006	1.462	0.0	0.0	0.0	1.4626	0.0005	1.462	2.1793	1.1875	0.9917	1.167	1.1667	0.0003	1.0123	0.0208	0.9915	0.6149	0.5288	0.0861	0.0767	0.074	0.0027	0.5382	0.4548	0.0834	1.5048	0.8723	0.6325	0.5341	0.4651	0.0691	0.9707	0.4073	0.5634
OG_1976	FBgn0003308	ry	Hant|18	Hsap|73	0.0236	2	2	0	Y	N	N	2.2255	0.0	185133.1827	0.0018	0.0005	502149.1198	2.2711	0.0	170914.6313	3.948	0.0001	23.4597	0.0031	0.001	0.8328	4.1363	0.0	23.4756	1.774	3.2909	0.0001	1.7035	1.8719	0.0	1.8213	6.2796	0.0001	87955.7103	0.0	1.1683	-0.9147	12.8396	15.8925	17.6647	15.9003	1.8113	0.0	1.8113	0.0001	0.0	0.0	1.8112	0.0	1.8112	1.7883	1.7883	0.0001	0.6897	0.6897	0.0	1.0986	1.0985	0.0001	0.4588	0.3816	0.0772	0.0209	0.0208	0.0001	0.4379	0.3607	0.0772	1.0081	0.5434	0.4647	0.4049	0.3685	0.0364	0.6032	0.1749	0.4283
